572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 381, 381, 381, 381, 0, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571, 0, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 0, 105, 105, 105, 105, 0, 582, 582, 582, 582, 582, 582, 582, 582, 582, 582, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 381, 381, 381, 381, 0, 0, 571, 571, 571, 571, 571, 571, 571, 571, 571, 0, 0, 0, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 0, 105, 105, 105, 105, 0, 0, 0, 582, 582, 582, 582, 582, 582, 582, 582, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 0, 585, 585, 585, 0, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 381, 381, 381, 381, 381, 0, 0, 571, 571, 571, 571, 571, 571, 571, 571, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 0, 105, 105, 105, 105, 0, 578, 0, 0, 0, 582, 582, 582, 582, 0, 0, 0, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 0, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 381, 381, 381, 381, 381, 381, 0, 0, 0, 0, 0, 571, 571, 571, 0, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 0, 0, 105, 105, 105, 0, 578, 578, 578, 0, 0, 582, 582, 0, 0, 580, 580, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 0, 585, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 0, 381, 381, 381, 381, 381, 381, 381, 381, 381, 0, 571, 0, 0, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 144, 0, 105, 105, 105, 0, 0, 578, 578, 578, 0, 0, 0, 0, 580, 580, 580, 0, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 0, 585, 585, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 381, 0, 0, 381, 381, 381, 381, 381, 381, 381, 0, 0, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 144, 0, 105, 105, 105, 105, 0, 0, 0, 0, 578, 578, 0, 580, 580, 580, 580, 580, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 585, 585, 585, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576, 576
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 0, 0, 0, 0, 0, 381, 381, 381, 381, 381, 381, 381, 381, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 144, 0, 105, 105, 105, 105, 105, 0, 382, 0, 0, 0, 0, 580, 580, 580, 580, 580, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 585, 585, 585, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576, 576, 576
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 341, 341, 341, 0, 0, 0, 381, 381, 381, 381, 381, 381, 381, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 144, 0, 105, 105, 105, 105, 105, 0, 382, 382, 382, 382, 0, 580, 580, 580, 580, 580, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 0, 0, 0, 589, 589, 589, 589, 589, 589, 589, 589, 589, 589, 0, 0, 585, 585, 585, 585, 585, 585, 585, 585, 0, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 577, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576, 576, 576, 576
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 0, 341, 341, 0, 0, 0, 381, 381, 381, 381, 381, 381, 381, 381, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 144, 144, 144, 144, 144, 0, 105, 105, 105, 105, 105, 0, 382, 382, 382, 382, 0, 0, 580, 580, 580, 580, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 72, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 0, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 577, 577, 577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576, 576, 576, 576, 576
572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 0, 341, 341, 341, 341, 0, 381, 381, 381, 381, 381, 381, 381, 381, 381, 0, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 171, 0, 0, 0, 0, 0, 0, 144, 0, 105, 105, 105, 105, 105, 0, 382, 382, 382, 382, 382, 0, 0, 580, 580, 0, 0, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 559, 0, 0, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 0, 72, 72, 72, 72, 72, 0, 586, 0, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 585, 0, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 584, 0, 0, 0, 0, 579, 579, 579, 579, 579, 579, 579, 579, 579, 579, 0, 0, 0, 0, 0, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 573, 0, 0, 576, 576, 576, 576, 576, 576
